colony,code,year,ruled_by,party
Syria,SYR,1943,France,allies
Taiwan,TWN,1935,China,allies
Taiwan,TWN,1936,China,allies
Taiwan,TWN,1937,China,allies
Taiwan,TWN,1938,China,allies
Taiwan,TWN,1939,China,allies
Taiwan,TWN,1940,China,allies
Taiwan,TWN,1941,China,allies
Taiwan,TWN,1942,China,allies
Taiwan,TWN,1943,China,allies
Taiwan,TWN,1944,China,allies
Taiwan,TWN,1945,China,allies
Taiwan,TWN,1946,China,allies
Taiwan,TWN,1947,China,allies
Tajikistan,TJK,1935,Russia,allies
Tajikistan,TJK,1936,Russia,allies
Tajikistan,TJK,1937,Russia,allies
Tajikistan,TJK,1938,Russia,allies
Tajikistan,TJK,1939,Russia,allies
Tajikistan,TJK,1940,Russia,allies
Tajikistan,TJK,1941,Russia,allies
Tajikistan,TJK,1942,Russia,allies
Tajikistan,TJK,1943,Russia,allies
Tajikistan,TJK,1944,Russia,allies
Tajikistan,TJK,1945,Russia,allies
Tajikistan,TJK,1946,Russia,allies
Tajikistan,TJK,1947,Russia,allies
Tanzania,TZA,1935,United Kingdom,allies
Tanzania,TZA,1936,United Kingdom,allies
Tanzania,TZA,1937,United Kingdom,allies
Tanzania,TZA,1938,United Kingdom,allies
Tanzania,TZA,1939,United Kingdom,allies
Tanzania,TZA,1940,United Kingdom,allies
Tanzania,TZA,1941,United Kingdom,allies
Tanzania,TZA,1942,United Kingdom,allies
Tanzania,TZA,1943,United Kingdom,allies
Tanzania,TZA,1944,United Kingdom,allies
Tanzania,TZA,1945,United Kingdom,allies
Tanzania,TZA,1946,United Kingdom,allies
Tanzania,TZA,1947,United Kingdom,allies
Togo,TGO,1935,Mixed Rule,neutral
Togo,TGO,1936,Mixed Rule,neutral
Togo,TGO,1937,Mixed Rule,neutral
Togo,TGO,1938,Mixed Rule,neutral
Togo,TGO,1939,Mixed Rule,neutral
Togo,TGO,1940,Mixed Rule,neutral
Togo,TGO,1941,Mixed Rule,neutral
Togo,TGO,1942,Mixed Rule,neutral
Togo,TGO,1943,Mixed Rule,neutral
Togo,TGO,1944,Mixed Rule,neutral
Togo,TGO,1945,Mixed Rule,neutral
Togo,TGO,1946,Mixed Rule,neutral
Togo,TGO,1947,Mixed Rule,neutral
Tunisia,TUN,1935,France,allies
Tunisia,TUN,1936,France,allies
Tunisia,TUN,1937,France,allies
Tunisia,TUN,1938,France,allies
Tunisia,TUN,1939,France,allies
Tunisia,TUN,1940,France,allies
Tunisia,TUN,1941,France,allies
Tunisia,TUN,1942,France,allies
Tunisia,TUN,1943,France,allies
Tunisia,TUN,1944,France,allies
Tunisia,TUN,1945,France,allies
Tunisia,TUN,1946,France,allies
Tunisia,TUN,1947,France,allies
Turkmenistan,TKM,1935,Russia,allies
Turkmenistan,TKM,1936,Russia,allies
Turkmenistan,TKM,1937,Russia,allies
Turkmenistan,TKM,1938,Russia,allies
Turkmenistan,TKM,1939,Russia,allies
Turkmenistan,TKM,1940,Russia,allies
Turkmenistan,TKM,1941,Russia,allies
Turkmenistan,TKM,1942,Russia,allies
Turkmenistan,TKM,1943,Russia,allies
Turkmenistan,TKM,1944,Russia,allies
Turkmenistan,TKM,1945,Russia,allies
Turkmenistan,TKM,1946,Russia,allies
Turkmenistan,TKM,1947,Russia,allies
Uganda,UGA,1935,United Kingdom,allies
Uganda,UGA,1936,United Kingdom,allies
Uganda,UGA,1937,United Kingdom,allies
Uganda,UGA,1938,United Kingdom,allies
Uganda,UGA,1939,United Kingdom,allies
Uganda,UGA,1940,United Kingdom,allies
Uganda,UGA,1941,United Kingdom,allies
Uganda,UGA,1942,United Kingdom,allies
Uganda,UGA,1943,United Kingdom,allies
Uganda,UGA,1944,United Kingdom,allies
Uganda,UGA,1945,United Kingdom,allies
Uganda,UGA,1946,United Kingdom,allies
Uganda,UGA,1947,United Kingdom,allies
Ukraine,UKR,1935,Mixed Rule,neutral
Ukraine,UKR,1936,Mixed Rule,neutral
Ukraine,UKR,1937,Mixed Rule,neutral
Ukraine,UKR,1938,Mixed Rule,neutral
Ukraine,UKR,1939,Mixed Rule,neutral
Ukraine,UKR,1940,Mixed Rule,neutral
Ukraine,UKR,1941,Mixed Rule,neutral
Ukraine,UKR,1942,Mixed Rule,neutral
Ukraine,UKR,1943,Mixed Rule,neutral
Ukraine,UKR,1944,Mixed Rule,neutral
Ukraine,UKR,1945,Mixed Rule,neutral
Ukraine,UKR,1946,Russia,allies
Ukraine,UKR,1947,Russia,allies
Uzbekistan,UZB,1935,Russia,allies
Uzbekistan,UZB,1936,Russia,allies
Uzbekistan,UZB,1937,Russia,allies
Uzbekistan,UZB,1938,Russia,allies
Uzbekistan,UZB,1939,Russia,allies
Uzbekistan,UZB,1940,Russia,allies
Uzbekistan,UZB,1941,Russia,allies
Uzbekistan,UZB,1942,Russia,allies
Uzbekistan,UZB,1943,Russia,allies
Uzbekistan,UZB,1944,Russia,allies
Uzbekistan,UZB,1945,Russia,allies
Uzbekistan,UZB,1946,Russia,allies
Uzbekistan,UZB,1947,Russia,allies
Vietnam,VNM,1935,France,allies
Vietnam,VNM,1936,France,allies
Vietnam,VNM,1937,France,allies
Vietnam,VNM,1938,France,allies
Vietnam,VNM,1939,France,allies
Vietnam,VNM,1940,France,allies
Vietnam,VNM,1941,France,allies
Vietnam,VNM,1942,France,allies
Vietnam,VNM,1943,France,allies
Vietnam,VNM,1944,France,allies
Vietnam,VNM,1945,France,allies
Vietnam,VNM,1946,France,allies
Vietnam,VNM,1947,France,allies
Yemen,YEM,1935,United Kingdom,allies
Yemen,YEM,1936,United Kingdom,allies
Yemen,YEM,1937,United Kingdom,allies
Yemen,YEM,1938,United Kingdom,allies
Yemen,YEM,1939,United Kingdom,allies
Yemen,YEM,1940,United Kingdom,allies
Yemen,YEM,1941,United Kingdom,allies
Yemen,YEM,1942,United Kingdom,allies
Yemen,YEM,1943,United Kingdom,allies
Yemen,YEM,1944,United Kingdom,allies
Yemen,YEM,1945,United Kingdom,allies
Yemen,YEM,1946,United Kingdom,allies
Yemen,YEM,1947,United Kingdom,allies
Zambia,ZMB,1935,United Kingdom,allies
Zambia,ZMB,1936,United Kingdom,allies
Zambia,ZMB,1937,United Kingdom,allies
Zambia,ZMB,1938,United Kingdom,allies
Zambia,ZMB,1939,United Kingdom,allies
Zambia,ZMB,1940,United Kingdom,allies
Zambia,ZMB,1941,United Kingdom,allies
Zambia,ZMB,1942,United Kingdom,allies
Zambia,ZMB,1943,United Kingdom,allies
Zambia,ZMB,1944,United Kingdom,allies
Zambia,ZMB,1945,United Kingdom,allies
Zambia,ZMB,1946,United Kingdom,allies
Zambia,ZMB,1947,United Kingdom,allies
Zimbabwe,ZWE,1935,United Kingdom,allies
Zimbabwe,ZWE,1936,United Kingdom,allies
Zimbabwe,ZWE,1937,United Kingdom,allies
Zimbabwe,ZWE,1938,United Kingdom,allies
Zimbabwe,ZWE,1939,United Kingdom,allies
Zimbabwe,ZWE,1940,United Kingdom,allies
Zimbabwe,ZWE,1941,United Kingdom,allies
Zimbabwe,ZWE,1942,United Kingdom,allies
Zimbabwe,ZWE,1943,United Kingdom,allies
Zimbabwe,ZWE,1944,United Kingdom,allies
Zimbabwe,ZWE,1945,United Kingdom,allies
Zimbabwe,ZWE,1946,United Kingdom,allies
Zimbabwe,ZWE,1947,United Kingdom,allies
